record_id,item_topic,source_topic,age_segment,dt,visits
1064723,Россия,Здоровье,36-40,2019-09-24 18:31:00,2
1064724,Россия,Здоровье,36-40,2019-09-24 18:55:00,8
1064725,Россия,Здоровье,36-40,2019-09-24 18:56:00,4
1064726,Россия,Здоровье,36-40,2019-09-24 18:57:00,3
1064727,Россия,Здоровье,36-40,2019-09-24 18:58:00,9
1064728,Россия,Здоровье,36-40,2019-09-24 18:59:00,9
1064729,Россия,Здоровье,36-40,2019-09-24 19:00:00,1
1064730,Россия,Здоровье,41-45,2019-09-24 18:55:00,2
1064731,Россия,Здоровье,41-45,2019-09-24 18:56:00,3
1064732,Россия,Здоровье,41-45,2019-09-24 18:57:00,5
1064733,Россия,Здоровье,41-45,2019-09-24 18:58:00,3
1064734,Россия,Здоровье,41-45,2019-09-24 18:59:00,2
1064735,Россия,Здоровье,45+,2019-09-24 18:55:00,3
1064736,Россия,Здоровье,45+,2019-09-24 18:56:00,2
1064737,Россия,Здоровье,45+,2019-09-24 18:57:00,1
1064738,Россия,Здоровье,45+,2019-09-24 18:58:00,3
1064739,Россия,Здоровье,45+,2019-09-24 18:59:00,1
1064740,Россия,Знаменитости,18-25,2019-09-24 18:28:00,1
1064741,Россия,Знаменитости,18-25,2019-09-24 18:29:00,3
1064742,Россия,Знаменитости,18-25,2019-09-24 18:30:00,5
1064743,Россия,Знаменитости,18-25,2019-09-24 18:31:00,5
1064744,Россия,Знаменитости,18-25,2019-09-24 18:32:00,4
1064745,Россия,Знаменитости,18-25,2019-09-24 18:33:00,3
1064746,Россия,Знаменитости,18-25,2019-09-24 18:34:00,1
1064747,Россия,Знаменитости,18-25,2019-09-24 18:35:00,1
1064748,Россия,Знаменитости,18-25,2019-09-24 18:52:00,5
1064749,Россия,Знаменитости,18-25,2019-09-24 18:53:00,3
1064750,Россия,Знаменитости,18-25,2019-09-24 18:54:00,39
1064751,Россия,Знаменитости,18-25,2019-09-24 18:55:00,93
1064752,Россия,Знаменитости,18-25,2019-09-24 18:56:00,127
1064753,Россия,Знаменитости,18-25,2019-09-24 18:57:00,130
1064754,Россия,Знаменитости,18-25,2019-09-24 18:58:00,112
1064755,Россия,Знаменитости,18-25,2019-09-24 18:59:00,109
1064756,Россия,Знаменитости,18-25,2019-09-24 19:00:00,32
1064757,Россия,Знаменитости,26-30,2019-09-24 18:29:00,2
1064758,Россия,Знаменитости,26-30,2019-09-24 18:30:00,1
1064759,Россия,Знаменитости,26-30,2019-09-24 18:31:00,3
1064760,Россия,Знаменитости,26-30,2019-09-24 18:32:00,3
1064761,Россия,Знаменитости,26-30,2019-09-24 18:34:00,1
1064762,Россия,Знаменитости,26-30,2019-09-24 18:52:00,4
1064763,Россия,Знаменитости,26-30,2019-09-24 18:53:00,5
1064764,Россия,Знаменитости,26-30,2019-09-24 18:54:00,16
1064765,Россия,Знаменитости,26-30,2019-09-24 18:55:00,36
1064766,Россия,Знаменитости,26-30,2019-09-24 18:56:00,65
1064767,Россия,Знаменитости,26-30,2019-09-24 18:57:00,61
1064768,Россия,Знаменитости,26-30,2019-09-24 18:58:00,51
1064769,Россия,Знаменитости,26-30,2019-09-24 18:59:00,54
1064770,Россия,Знаменитости,26-30,2019-09-24 19:00:00,13
1064771,Россия,Знаменитости,31-35,2019-09-24 18:29:00,2
1064772,Россия,Знаменитости,31-35,2019-09-24 18:30:00,1
1064773,Россия,Знаменитости,31-35,2019-09-24 18:31:00,4
1064774,Россия,Знаменитости,31-35,2019-09-24 18:32:00,3
1064775,Россия,Знаменитости,31-35,2019-09-24 18:33:00,1
1064776,Россия,Знаменитости,31-35,2019-09-24 18:34:00,1
1064777,Россия,Знаменитости,31-35,2019-09-24 18:52:00,3
1064778,Россия,Знаменитости,31-35,2019-09-24 18:53:00,3
1064779,Россия,Знаменитости,31-35,2019-09-24 18:54:00,12
1064780,Россия,Знаменитости,31-35,2019-09-24 18:55:00,31
1064781,Россия,Знаменитости,31-35,2019-09-24 18:56:00,49
1064782,Россия,Знаменитости,31-35,2019-09-24 18:57:00,67
1064783,Россия,Знаменитости,31-35,2019-09-24 18:58:00,67
1064784,Россия,Знаменитости,31-35,2019-09-24 18:59:00,40
1064785,Россия,Знаменитости,31-35,2019-09-24 19:00:00,12
1064786,Россия,Знаменитости,36-40,2019-09-24 18:30:00,1
1064787,Россия,Знаменитости,36-40,2019-09-24 18:31:00,6
1064788,Россия,Знаменитости,36-40,2019-09-24 18:33:00,1
1064789,Россия,Знаменитости,36-40,2019-09-24 18:34:00,1
1064790,Россия,Знаменитости,36-40,2019-09-24 18:52:00,2
1064791,Россия,Знаменитости,36-40,2019-09-24 18:53:00,4
1064792,Россия,Знаменитости,36-40,2019-09-24 18:54:00,9
1064793,Россия,Знаменитости,36-40,2019-09-24 18:55:00,22
1064794,Россия,Знаменитости,36-40,2019-09-24 18:56:00,24
1064795,Россия,Знаменитости,36-40,2019-09-24 18:57:00,35
1064796,Россия,Знаменитости,36-40,2019-09-24 18:58:00,43
1064797,Россия,Знаменитости,36-40,2019-09-24 18:59:00,25
1064798,Россия,Знаменитости,36-40,2019-09-24 19:00:00,9
1064799,Россия,Знаменитости,41-45,2019-09-24 18:31:00,2
1064800,Россия,Знаменитости,41-45,2019-09-24 18:52:00,1
1064801,Россия,Знаменитости,41-45,2019-09-24 18:54:00,2
1064802,Россия,Знаменитости,41-45,2019-09-24 18:55:00,5
1064803,Россия,Знаменитости,41-45,2019-09-24 18:56:00,10
1064804,Россия,Знаменитости,41-45,2019-09-24 18:57:00,11
1064805,Россия,Знаменитости,41-45,2019-09-24 18:58:00,11
1064806,Россия,Знаменитости,41-45,2019-09-24 18:59:00,16
1064807,Россия,Знаменитости,41-45,2019-09-24 19:00:00,6
1064808,Россия,Знаменитости,45+,2019-09-24 18:53:00,1
1064809,Россия,Знаменитости,45+,2019-09-24 18:54:00,2
1064810,Россия,Знаменитости,45+,2019-09-24 18:55:00,3
1064811,Россия,Знаменитости,45+,2019-09-24 18:56:00,11
1064812,Россия,Знаменитости,45+,2019-09-24 18:57:00,11
1064813,Россия,Знаменитости,45+,2019-09-24 18:58:00,9
1064814,Россия,Знаменитости,45+,2019-09-24 18:59:00,11
1064815,Россия,Знаменитости,45+,2019-09-24 19:00:00,1
1064816,Россия,Интерьеры,18-25,2019-09-24 18:28:00,1
1064817,Россия,Интерьеры,18-25,2019-09-24 18:35:00,1
1064818,Россия,Интерьеры,18-25,2019-09-24 18:54:00,3
1064819,Россия,Интерьеры,18-25,2019-09-24 18:55:00,7
1064820,Россия,Интерьеры,18-25,2019-09-24 18:56:00,7
1064821,Россия,Интерьеры,18-25,2019-09-24 18:57:00,12
1064822,Россия,Интерьеры,18-25,2019-09-24 18:58:00,11
1064823,Россия,Интерьеры,18-25,2019-09-24 18:59:00,5
1064824,Россия,Интерьеры,18-25,2019-09-24 19:00:00,6
1064825,Россия,Интерьеры,26-30,2019-09-24 18:32:00,1
1064826,Россия,Интерьеры,26-30,2019-09-24 18:54:00,1
1064827,Россия,Интерьеры,26-30,2019-09-24 18:55:00,4
1064828,Россия,Интерьеры,26-30,2019-09-24 18:56:00,4
1064829,Россия,Интерьеры,26-30,2019-09-24 18:57:00,9
1064830,Россия,Интерьеры,26-30,2019-09-24 18:58:00,8
1064831,Россия,Интерьеры,26-30,2019-09-24 18:59:00,10
1064832,Россия,Интерьеры,26-30,2019-09-24 19:00:00,1
1064833,Россия,Интерьеры,31-35,2019-09-24 18:54:00,1
1064834,Россия,Интерьеры,31-35,2019-09-24 18:55:00,2
1064835,Россия,Интерьеры,31-35,2019-09-24 18:56:00,1
1064836,Россия,Интерьеры,31-35,2019-09-24 18:57:00,6
1064837,Россия,Интерьеры,31-35,2019-09-24 18:58:00,5
1064838,Россия,Интерьеры,31-35,2019-09-24 18:59:00,1
1064839,Россия,Интерьеры,31-35,2019-09-24 19:00:00,2
1064840,Россия,Интерьеры,36-40,2019-09-24 18:54:00,1
1064841,Россия,Интерьеры,36-40,2019-09-24 18:55:00,1
1064842,Россия,Интерьеры,36-40,2019-09-24 18:56:00,2
1064843,Россия,Интерьеры,36-40,2019-09-24 18:57:00,2
1064844,Россия,Интерьеры,36-40,2019-09-24 18:58:00,4
1064845,Россия,Интерьеры,36-40,2019-09-24 18:59:00,2
1064846,Россия,Интерьеры,41-45,2019-09-24 18:31:00,1
1064847,Россия,Интерьеры,41-45,2019-09-24 18:33:00,1
1064848,Россия,Интерьеры,41-45,2019-09-24 18:57:00,1
1064849,Россия,Интерьеры,41-45,2019-09-24 18:58:00,3
1064850,Россия,Интерьеры,41-45,2019-09-24 18:59:00,2
1064851,Россия,Интерьеры,41-45,2019-09-24 19:00:00,1
1064852,Россия,Интерьеры,45+,2019-09-24 18:58:00,1
1064853,Россия,Интерьеры,45+,2019-09-24 18:59:00,1
1064854,Россия,Интерьеры,45+,2019-09-24 19:00:00,2
1064855,Россия,Искусство,18-25,2019-09-24 18:30:00,1
1064856,Россия,Искусство,18-25,2019-09-24 18:31:00,3
1064857,Россия,Искусство,18-25,2019-09-24 18:32:00,2
1064858,Россия,Искусство,18-25,2019-09-24 18:33:00,2
1064859,Россия,Искусство,18-25,2019-09-24 18:34:00,1
1064860,Россия,Искусство,18-25,2019-09-24 18:52:00,1
1064861,Россия,Искусство,18-25,2019-09-24 18:53:00,2
1064862,Россия,Искусство,18-25,2019-09-24 18:54:00,9
1064863,Россия,Искусство,18-25,2019-09-24 18:55:00,13
1064864,Россия,Искусство,18-25,2019-09-24 18:56:00,28
1064865,Россия,Искусство,18-25,2019-09-24 18:57:00,39
1064866,Россия,Искусство,18-25,2019-09-24 18:58:00,26
1064867,Россия,Искусство,18-25,2019-09-24 18:59:00,24
1064868,Россия,Искусство,18-25,2019-09-24 19:00:00,7
1064869,Россия,Искусство,26-30,2019-09-24 18:29:00,1
1064870,Россия,Искусство,26-30,2019-09-24 18:31:00,1
1064871,Россия,Искусство,26-30,2019-09-24 18:32:00,1
1064872,Россия,Искусство,26-30,2019-09-24 18:33:00,2
1064873,Россия,Искусство,26-30,2019-09-24 18:54:00,1
1064874,Россия,Искусство,26-30,2019-09-24 18:55:00,5
1064875,Россия,Искусство,26-30,2019-09-24 18:56:00,12
1064876,Россия,Искусство,26-30,2019-09-24 18:57:00,11
1064877,Россия,Искусство,26-30,2019-09-24 18:58:00,14
1064878,Россия,Искусство,26-30,2019-09-24 18:59:00,17
1064879,Россия,Искусство,26-30,2019-09-24 19:00:00,10
1064880,Россия,Искусство,31-35,2019-09-24 18:28:00,1
1064881,Россия,Искусство,31-35,2019-09-24 18:31:00,1
1064882,Россия,Искусство,31-35,2019-09-24 18:54:00,1
1064883,Россия,Искусство,31-35,2019-09-24 18:55:00,9
1064884,Россия,Искусство,31-35,2019-09-24 18:56:00,11
1064885,Россия,Искусство,31-35,2019-09-24 18:57:00,7
1064886,Россия,Искусство,31-35,2019-09-24 18:58:00,12
1064887,Россия,Искусство,31-35,2019-09-24 18:59:00,9
1064888,Россия,Искусство,31-35,2019-09-24 19:00:00,1
1064889,Россия,Искусство,36-40,2019-09-24 18:29:00,1
1064890,Россия,Искусство,36-40,2019-09-24 18:31:00,1
1064891,Россия,Искусство,36-40,2019-09-24 18:32:00,1
1064892,Россия,Искусство,36-40,2019-09-24 18:52:00,1
1064893,Россия,Искусство,36-40,2019-09-24 18:53:00,1
1064894,Россия,Искусство,36-40,2019-09-24 18:55:00,3
1064895,Россия,Искусство,36-40,2019-09-24 18:56:00,10
1064896,Россия,Искусство,36-40,2019-09-24 18:57:00,7
1064897,Россия,Искусство,36-40,2019-09-24 18:58:00,9
1064898,Россия,Искусство,36-40,2019-09-24 18:59:00,6
1064899,Россия,Искусство,36-40,2019-09-24 19:00:00,1
1064900,Россия,Искусство,41-45,2019-09-24 18:54:00,1
1064901,Россия,Искусство,41-45,2019-09-24 18:55:00,4
1064902,Россия,Искусство,41-45,2019-09-24 18:56:00,1
1064903,Россия,Искусство,41-45,2019-09-24 18:58:00,2
1064904,Россия,Искусство,41-45,2019-09-24 18:59:00,1
1064905,Россия,Искусство,41-45,2019-09-24 19:00:00,2
1064906,Россия,Искусство,45+,2019-09-24 18:31:00,1
1064907,Россия,Искусство,45+,2019-09-24 18:32:00,1
1064908,Россия,Искусство,45+,2019-09-24 18:55:00,1
1064909,Россия,Искусство,45+,2019-09-24 18:56:00,6
1064910,Россия,Искусство,45+,2019-09-24 18:57:00,2
1064911,Россия,Искусство,45+,2019-09-24 18:58:00,4
1064912,Россия,Искусство,45+,2019-09-24 18:59:00,2
1064913,Россия,Искусство,45+,2019-09-24 19:00:00,1
1064914,Россия,История,18-25,2019-09-24 18:28:00,1
1064915,Россия,История,18-25,2019-09-24 18:30:00,4
1064916,Россия,История,18-25,2019-09-24 18:31:00,7
1064917,Россия,История,18-25,2019-09-24 18:32:00,5
1064918,Россия,История,18-25,2019-09-24 18:33:00,1
1064919,Россия,История,18-25,2019-09-24 18:34:00,1
1064920,Россия,История,18-25,2019-09-24 18:52:00,2
1064921,Россия,История,18-25,2019-09-24 18:53:00,4
1064922,Россия,История,18-25,2019-09-24 18:54:00,16
1064923,Россия,История,18-25,2019-09-24 18:55:00,40
1064924,Россия,История,18-25,2019-09-24 18:56:00,76
1064925,Россия,История,18-25,2019-09-24 18:57:00,116
1064926,Россия,История,18-25,2019-09-24 18:58:00,82
1064927,Россия,История,18-25,2019-09-24 18:59:00,77
1064928,Россия,История,18-25,2019-09-24 19:00:00,28
1064929,Россия,История,26-30,2019-09-24 18:28:00,1
1064930,Россия,История,26-30,2019-09-24 18:29:00,3
1064931,Россия,История,26-30,2019-09-24 18:30:00,1
1064932,Россия,История,26-30,2019-09-24 18:31:00,1
1064933,Россия,История,26-30,2019-09-24 18:32:00,2
1064934,Россия,История,26-30,2019-09-24 18:34:00,1
1064935,Россия,История,26-30,2019-09-24 18:52:00,1
1064936,Россия,История,26-30,2019-09-24 18:53:00,1
1064937,Россия,История,26-30,2019-09-24 18:54:00,8
1064938,Россия,История,26-30,2019-09-24 18:55:00,26
1064939,Россия,История,26-30,2019-09-24 18:56:00,44
1064940,Россия,История,26-30,2019-09-24 18:57:00,45
1064941,Россия,История,26-30,2019-09-24 18:58:00,55
1064942,Россия,История,26-30,2019-09-24 18:59:00,49
1064943,Россия,История,26-30,2019-09-24 19:00:00,20
1064944,Россия,История,31-35,2019-09-24 18:30:00,2
1064945,Россия,История,31-35,2019-09-24 18:31:00,2
1064946,Россия,История,31-35,2019-09-24 18:33:00,2
1064947,Россия,История,31-35,2019-09-24 18:34:00,1
1064948,Россия,История,31-35,2019-09-24 18:53:00,3
1064949,Россия,История,31-35,2019-09-24 18:54:00,7
1064950,Россия,История,31-35,2019-09-24 18:55:00,18
1064951,Россия,История,31-35,2019-09-24 18:56:00,31
1064952,Россия,История,31-35,2019-09-24 18:57:00,42
1064953,Россия,История,31-35,2019-09-24 18:58:00,31
1064954,Россия,История,31-35,2019-09-24 18:59:00,49
1064955,Россия,История,31-35,2019-09-24 19:00:00,6
1064956,Россия,История,36-40,2019-09-24 18:29:00,1
1064957,Россия,История,36-40,2019-09-24 18:30:00,2
1064958,Россия,История,36-40,2019-09-24 18:32:00,1
1064959,Россия,История,36-40,2019-09-24 18:33:00,2
1064960,Россия,История,36-40,2019-09-24 18:53:00,1
1064961,Россия,История,36-40,2019-09-24 18:54:00,6
1064962,Россия,История,36-40,2019-09-24 18:55:00,12
1064963,Россия,История,36-40,2019-09-24 18:56:00,19
1064964,Россия,История,36-40,2019-09-24 18:57:00,21
1064965,Россия,История,36-40,2019-09-24 18:58:00,26
1064966,Россия,История,36-40,2019-09-24 18:59:00,20
1064967,Россия,История,36-40,2019-09-24 19:00:00,3
1064968,Россия,История,41-45,2019-09-24 18:54:00,6
1064969,Россия,История,41-45,2019-09-24 18:55:00,3
1064970,Россия,История,41-45,2019-09-24 18:56:00,7
1064971,Россия,История,41-45,2019-09-24 18:57:00,6
1064972,Россия,История,41-45,2019-09-24 18:58:00,11
1064973,Россия,История,41-45,2019-09-24 18:59:00,4
1064974,Россия,История,41-45,2019-09-24 19:00:00,2
1064975,Россия,История,45+,2019-09-24 18:31:00,1
1064976,Россия,История,45+,2019-09-24 18:55:00,4
1064977,Россия,История,45+,2019-09-24 18:56:00,9
1064978,Россия,История,45+,2019-09-24 18:57:00,12
1064979,Россия,История,45+,2019-09-24 18:58:00,2
1064980,Россия,История,45+,2019-09-24 18:59:00,8
1064981,Россия,История,45+,2019-09-24 19:00:00,3
1064982,Россия,Кино,18-25,2019-09-24 18:28:00,1
1064983,Россия,Кино,18-25,2019-09-24 18:29:00,3
1064984,Россия,Кино,18-25,2019-09-24 18:30:00,9
1064985,Россия,Кино,18-25,2019-09-24 18:31:00,2
1064986,Россия,Кино,18-25,2019-09-24 18:32:00,3
1064987,Россия,Кино,18-25,2019-09-24 18:33:00,3
1064988,Россия,Кино,18-25,2019-09-24 18:34:00,3
1064989,Россия,Кино,18-25,2019-09-24 18:52:00,3
1064990,Россия,Кино,18-25,2019-09-24 18:53:00,1
1064991,Россия,Кино,18-25,2019-09-24 18:54:00,30
1064992,Россия,Кино,18-25,2019-09-24 18:55:00,45
1064993,Россия,Кино,18-25,2019-09-24 18:56:00,68
1064994,Россия,Кино,18-25,2019-09-24 18:57:00,78
1064995,Россия,Кино,18-25,2019-09-24 18:58:00,77
1064996,Россия,Кино,18-25,2019-09-24 18:59:00,58
1064997,Россия,Кино,18-25,2019-09-24 19:00:00,22
1064998,Россия,Кино,26-30,2019-09-24 18:28:00,1
1064999,Россия,Кино,26-30,2019-09-24 18:29:00,2
1065000,Россия,Кино,26-30,2019-09-24 18:30:00,3
1065001,Россия,Кино,26-30,2019-09-24 18:31:00,1
1065002,Россия,Кино,26-30,2019-09-24 18:32:00,4
1065003,Россия,Кино,26-30,2019-09-24 18:33:00,2
1065004,Россия,Кино,26-30,2019-09-24 18:34:00,1
1065005,Россия,Кино,26-30,2019-09-24 18:53:00,2
1065006,Россия,Кино,26-30,2019-09-24 18:54:00,6
1065007,Россия,Кино,26-30,2019-09-24 18:55:00,24
1065008,Россия,Кино,26-30,2019-09-24 18:56:00,42
1065009,Россия,Кино,26-30,2019-09-24 18:57:00,34
1065010,Россия,Кино,26-30,2019-09-24 18:58:00,42
1065011,Россия,Кино,26-30,2019-09-24 18:59:00,30
1065012,Россия,Кино,26-30,2019-09-24 19:00:00,11
1065013,Россия,Кино,31-35,2019-09-24 18:29:00,2
1065014,Россия,Кино,31-35,2019-09-24 18:30:00,2
1065015,Россия,Кино,31-35,2019-09-24 18:31:00,1
1065016,Россия,Кино,31-35,2019-09-24 18:33:00,1
1065017,Россия,Кино,31-35,2019-09-24 18:34:00,1
1065018,Россия,Кино,31-35,2019-09-24 18:53:00,1
1065019,Россия,Кино,31-35,2019-09-24 18:54:00,5
1065020,Россия,Кино,31-35,2019-09-24 18:55:00,12
1065021,Россия,Кино,31-35,2019-09-24 18:56:00,20
1065022,Россия,Кино,31-35,2019-09-24 18:57:00,22
1065023,Россия,Кино,31-35,2019-09-24 18:58:00,24
1065024,Россия,Кино,31-35,2019-09-24 18:59:00,37
1065025,Россия,Кино,31-35,2019-09-24 19:00:00,7
1065026,Россия,Кино,36-40,2019-09-24 18:28:00,1
1065027,Россия,Кино,36-40,2019-09-24 18:30:00,2
1065028,Россия,Кино,36-40,2019-09-24 18:33:00,1
1065029,Россия,Кино,36-40,2019-09-24 18:34:00,1
1065030,Россия,Кино,36-40,2019-09-24 18:54:00,7
1065031,Россия,Кино,36-40,2019-09-24 18:55:00,13
1065032,Россия,Кино,36-40,2019-09-24 18:56:00,11
1065033,Россия,Кино,36-40,2019-09-24 18:57:00,23
1065034,Россия,Кино,36-40,2019-09-24 18:58:00,17
1065035,Россия,Кино,36-40,2019-09-24 18:59:00,17
1065036,Россия,Кино,36-40,2019-09-24 19:00:00,4
1065037,Россия,Кино,41-45,2019-09-24 18:52:00,1
1065038,Россия,Кино,41-45,2019-09-24 18:54:00,3
1065039,Россия,Кино,41-45,2019-09-24 18:55:00,5
1065040,Россия,Кино,41-45,2019-09-24 18:56:00,9
1065041,Россия,Кино,41-45,2019-09-24 18:57:00,3
1065042,Россия,Кино,41-45,2019-09-24 18:58:00,10
1065043,Россия,Кино,41-45,2019-09-24 18:59:00,8
1065044,Россия,Кино,41-45,2019-09-24 19:00:00,5
1065045,Россия,Кино,45+,2019-09-24 18:54:00,2
1065046,Россия,Кино,45+,2019-09-24 18:55:00,2
1065047,Россия,Кино,45+,2019-09-24 18:56:00,4
1065048,Россия,Кино,45+,2019-09-24 18:57:00,7
1065049,Россия,Кино,45+,2019-09-24 18:58:00,6
1065050,Россия,Кино,45+,2019-09-24 18:59:00,8
1065051,Россия,Кино,45+,2019-09-24 19:00:00,3
1065052,Россия,Музыка,18-25,2019-09-24 18:29:00,1
1065053,Россия,Музыка,18-25,2019-09-24 18:30:00,3
1065054,Россия,Музыка,18-25,2019-09-24 18:31:00,1
1065055,Россия,Музыка,18-25,2019-09-24 18:32:00,1
1065056,Россия,Музыка,18-25,2019-09-24 18:33:00,1
1065057,Россия,Музыка,18-25,2019-09-24 18:52:00,1
1065058,Россия,Музыка,18-25,2019-09-24 18:54:00,1
1065059,Россия,Музыка,18-25,2019-09-24 18:55:00,10
1065060,Россия,Музыка,18-25,2019-09-24 18:56:00,14
1065061,Россия,Музыка,18-25,2019-09-24 18:57:00,15
1065062,Россия,Музыка,18-25,2019-09-24 18:58:00,21
1065063,Россия,Музыка,18-25,2019-09-24 18:59:00,16
1065064,Россия,Музыка,18-25,2019-09-24 19:00:00,4
1065065,Россия,Музыка,26-30,2019-09-24 18:30:00,1
1065066,Россия,Музыка,26-30,2019-09-24 18:31:00,1
1065067,Россия,Музыка,26-30,2019-09-24 18:54:00,4
1065068,Россия,Музыка,26-30,2019-09-24 18:55:00,6
1065069,Россия,Музыка,26-30,2019-09-24 18:56:00,12
1065070,Россия,Музыка,26-30,2019-09-24 18:57:00,15
1065071,Россия,Музыка,26-30,2019-09-24 18:58:00,11
1065072,Россия,Музыка,26-30,2019-09-24 18:59:00,8
1065073,Россия,Музыка,26-30,2019-09-24 19:00:00,7
1065074,Россия,Музыка,31-35,2019-09-24 18:29:00,2
1065075,Россия,Музыка,31-35,2019-09-24 18:30:00,1
1065076,Россия,Музыка,31-35,2019-09-24 18:31:00,1
1065077,Россия,Музыка,31-35,2019-09-24 18:32:00,2
1065078,Россия,Музыка,31-35,2019-09-24 18:54:00,2
1065079,Россия,Музыка,31-35,2019-09-24 18:55:00,4
1065080,Россия,Музыка,31-35,2019-09-24 18:56:00,13
1065081,Россия,Музыка,31-35,2019-09-24 18:57:00,15
1065082,Россия,Музыка,31-35,2019-09-24 18:58:00,15
1065083,Россия,Музыка,31-35,2019-09-24 18:59:00,14
1065084,Россия,Музыка,31-35,2019-09-24 19:00:00,5
1065085,Россия,Музыка,36-40,2019-09-24 18:29:00,1
1065086,Россия,Музыка,36-40,2019-09-24 18:31:00,1
1065087,Россия,Музыка,36-40,2019-09-24 18:32:00,1
1065088,Россия,Музыка,36-40,2019-09-24 18:33:00,2
1065089,Россия,Музыка,36-40,2019-09-24 18:35:00,1
1065090,Россия,Музыка,36-40,2019-09-24 18:55:00,1
1065091,Россия,Музыка,36-40,2019-09-24 18:56:00,11
1065092,Россия,Музыка,36-40,2019-09-24 18:57:00,9
1065093,Россия,Музыка,36-40,2019-09-24 18:58:00,15
1065094,Россия,Музыка,36-40,2019-09-24 18:59:00,6
1065095,Россия,Музыка,36-40,2019-09-24 19:00:00,2
1065096,Россия,Музыка,41-45,2019-09-24 18:29:00,1
1065097,Россия,Музыка,41-45,2019-09-24 18:55:00,1
1065098,Россия,Музыка,41-45,2019-09-24 18:56:00,3
1065099,Россия,Музыка,41-45,2019-09-24 18:57:00,6
1065100,Россия,Музыка,41-45,2019-09-24 18:58:00,8
1065101,Россия,Музыка,41-45,2019-09-24 18:59:00,6
1065102,Россия,Музыка,45+,2019-09-24 18:54:00,1
1065103,Россия,Музыка,45+,2019-09-24 18:55:00,2
1065104,Россия,Музыка,45+,2019-09-24 18:56:00,7
1065105,Россия,Музыка,45+,2019-09-24 18:57:00,4
1065106,Россия,Музыка,45+,2019-09-24 18:58:00,2
1065107,Россия,Музыка,45+,2019-09-24 18:59:00,2
1065108,Россия,Музыка,45+,2019-09-24 19:00:00,3
1065109,Россия,Одежда,18-25,2019-09-24 18:28:00,1
1065110,Россия,Одежда,18-25,2019-09-24 18:31:00,1
1065111,Россия,Одежда,18-25,2019-09-24 18:53:00,1
1065112,Россия,Одежда,18-25,2019-09-24 18:54:00,1
1065113,Россия,Одежда,18-25,2019-09-24 18:55:00,9
1065114,Россия,Одежда,18-25,2019-09-24 18:56:00,14
1065115,Россия,Одежда,18-25,2019-09-24 18:57:00,24
1065116,Россия,Одежда,18-25,2019-09-24 18:58:00,17
1065117,Россия,Одежда,18-25,2019-09-24 18:59:00,12
1065118,Россия,Одежда,18-25,2019-09-24 19:00:00,4
1065119,Россия,Одежда,26-30,2019-09-24 18:29:00,1
1065120,Россия,Одежда,26-30,2019-09-24 18:30:00,1
1065121,Россия,Одежда,26-30,2019-09-24 18:31:00,2
1065122,Россия,Одежда,26-30,2019-09-24 18:34:00,2
1065123,Россия,Одежда,26-30,2019-09-24 18:55:00,13
1065124,Россия,Одежда,26-30,2019-09-24 18:56:00,10
1065125,Россия,Одежда,26-30,2019-09-24 18:57:00,19
1065126,Россия,Одежда,26-30,2019-09-24 18:58:00,9
1065127,Россия,Одежда,26-30,2019-09-24 18:59:00,9
1065128,Россия,Одежда,26-30,2019-09-24 19:00:00,3
1065129,Россия,Одежда,31-35,2019-09-24 18:28:00,1
1065130,Россия,Одежда,31-35,2019-09-24 18:32:00,1
1065131,Россия,Одежда,31-35,2019-09-24 18:54:00,1
1065132,Россия,Одежда,31-35,2019-09-24 18:55:00,10
1065133,Россия,Одежда,31-35,2019-09-24 18:56:00,6
1065134,Россия,Одежда,31-35,2019-09-24 18:57:00,10
1065135,Россия,Одежда,31-35,2019-09-24 18:58:00,16
1065136,Россия,Одежда,31-35,2019-09-24 18:59:00,15
1065137,Россия,Одежда,31-35,2019-09-24 19:00:00,4
1065138,Россия,Одежда,36-40,2019-09-24 18:33:00,1
1065139,Россия,Одежда,36-40,2019-09-24 18:54:00,3
1065140,Россия,Одежда,36-40,2019-09-24 18:55:00,5
1065141,Россия,Одежда,36-40,2019-09-24 18:56:00,6
1065142,Россия,Одежда,36-40,2019-09-24 18:57:00,7
1065143,Россия,Одежда,36-40,2019-09-24 18:58:00,3
1065144,Россия,Одежда,36-40,2019-09-24 18:59:00,4
1065145,Россия,Одежда,36-40,2019-09-24 19:00:00,2
1065146,Россия,Одежда,41-45,2019-09-24 18:53:00,1
1065147,Россия,Одежда,41-45,2019-09-24 18:55:00,1
1065148,Россия,Одежда,41-45,2019-09-24 18:56:00,3
1065149,Россия,Одежда,41-45,2019-09-24 18:57:00,1
1065150,Россия,Одежда,41-45,2019-09-24 18:58:00,1
1065151,Россия,Одежда,41-45,2019-09-24 18:59:00,3
1065152,Россия,Одежда,41-45,2019-09-24 19:00:00,2
1065153,Россия,Одежда,45+,2019-09-24 18:54:00,1
1065154,Россия,Одежда,45+,2019-09-24 18:56:00,3
1065155,Россия,Одежда,45+,2019-09-24 18:57:00,1
1065156,Россия,Одежда,45+,2019-09-24 18:58:00,3
1065157,Россия,Одежда,45+,2019-09-24 18:59:00,7
1065158,Россия,Одежда,45+,2019-09-24 19:00:00,1
1065159,Россия,Полезные советы,18-25,2019-09-24 18:28:00,2
1065160,Россия,Полезные советы,18-25,2019-09-24 18:29:00,3
